# x1,	x2,	probability,	lower bound,	upper bound
1.8333416666666669,	0.3125375000000001,	0.1428469643636306,	0.062453194747327856,	0.2740099067241049
1.8333416666666669,	0.33336666666666676,	0.1694200301786678,	0.07961099647494141,	0.30669995263275096
1.8333416666666669,	0.35419583333333343,	0.18662149284976376,	0.09106394684901092,	0.3275824638962494
1.8333416666666669,	0.3750250000000001,	0.19359054804124692,	0.09562397519829652,	0.3362989421545101
1.8333416666666669,	0.3958541666666668,	0.19169830690623035,	0.09425294090872255,	0.334217070716168
1.8333416666666669,	0.41668333333333346,	0.18367429582582223,	0.08910611464026513,	0.3239714080618329
1.8333416666666669,	0.43751250000000014,	0.17274164181486662,	0.08218320098374787,	0.30986339328804535
1.8333416666666669,	0.4583416666666668,	0.16203071069407476,	0.07425411452231873,	0.2989331293991445
1.8333416666666669,	0.4791708333333335,	0.1543312015883488,	0.0647691246953242,	0.30148293630331924
1.8333416666666669,	0.5000000000000001,	0.15205976354001643,	0.05347624903126735,	0.32879780157842786
1.9166708333333335,	1.0E-4,	0.007717358852228795,	8.561085327724038E-5,	0.13875074280985167
1.9166708333333335,	0.020929166666666665,	0.004487510515277571,	4.900528525819681E-5,	0.0916696396843179
1.9166708333333335,	0.04175833333333333,	0.002962379040102159,	3.340226418657721E-5,	0.06470345910000724
1.9166708333333335,	0.06258749999999999,	0.0022996773275332782,	2.8204451470947856E-5,	0.05047006449451047
1.9166708333333335,	0.08341666666666665,	0.002121031654327532,	3.0080854418801373E-5,	0.043913025438837516
1.9166708333333335,	0.10424583333333332,	0.0023053892980332003,	4.057577736787943E-5,	0.04225436293457996
1.9166708333333335,	0.125075,	0.0029001978263248906,	6.827655422630974E-5,	0.044248127650457825
1.9166708333333335,	0.14590416666666667,	0.004126399493388222,	1.393362785146457E-4,	0.04960066532330665
1.9166708333333335,	0.16673333333333334,	0.006458732971405312,	3.299107095984799E-4,	0.05863668061156552
1.9166708333333335,	0.18756250000000002,	0.010754077272465357,	8.523893887152356E-4,	0.07207239281734201
1.9166708333333335,	0.2083916666666667,	0.01831891784753359,	0.002231936868724249,	0.09074512521050382
1.9166708333333335,	0.22922083333333337,	0.030661057198304198,	0.005495194726842401,	0.11520037131572847
1.9166708333333335,	0.25005000000000005,	0.04868920364543833,	0.011975085304713695,	0.1451488766389975
1.9166708333333335,	0.2708791666666667,	0.07164295015575811,	0.022322291036010022,	0.1789590805330984
1.9166708333333335,	0.2917083333333334,	0.09669712032554895,	0.035390759545772144,	0.2135016152526072
1.9166708333333335,	0.3125375000000001,	0.1198753909119083,	0.04845757958729907,	0.24471258301603815
1.9166708333333335,	0.33336666666666676,	0.13768430200605664,	0.05875804437438398,	0.2688548903039746
1.9166708333333335,	0.35419583333333343,	0.14831592937411497,	0.06481685664576892,	0.28372228144086215
1.9166708333333335,	0.3750250000000001,	0.15188480100537022,	0.06674025520907378,	0.28902020790461835
1.9166708333333335,	0.3958541666666668,	0.14993884519278788,	0.06572276783960229,	0.2860486363084001
1.9166708333333335,	0.41668333333333346,	0.1447369936601286,	0.06325113063394328,	0.2774240196281047
1.9166708333333335,	0.43751250000000014,	0.13866828306611745,	0.06032704814980305,	0.26742813204458515
1.9166708333333335,	0.4583416666666668,	0.13397152493013537,	0.05688539638983259,	0.26298995605732023
1.9166708333333335,	0.4791708333333335,	0.13271601526295618,	0.05185452796984591,	0.274201289925262
1.9166708333333335,	0.5000000000000001,	0.13686515898955542,	0.04467636087246718,	0.3119952195921589
2.0,	1.0E-4,	0.013667180393420464,	1.7147422216923225E-4,	0.2024428189025529
2.0,	0.020929166666666665,	0.008756388445877894,	1.0731984200151867E-4,	0.14676920211861644
2.0,	0.04175833333333333,	0.006256094963180248,	7.852104083805322E-5,	0.11217181878450222
2.0,	0.06258749999999999,	0.005130665458669581,	6.944949264603428E-5,	0.0928060269367389
2.0,	0.08341666666666665,	0.004867799224460678,	7.538384756095029E-5,	0.08373769238031048
2.0,	0.10424583333333332,	0.005296694261819612,	1.0023431021805029E-4,	0.08177343487837174
2.0,	0.125075,	0.006490463869920748,	1.6070181527921834E-4,	0.0851600767516641
2.0,	0.14590416666666667,	0.008753488765150808,	3.020404629577311E-4,	0.09308540119592279
2.0,	0.16673333333333334,	0.012660004373003797,	6.389815437055635E-4,	0.10526902599127819
2.0,	0.18756250000000002,	0.019075300248274585,	0.0014428849831033541,	0.12164253566979671
2.0,	0.2083916666666667,	0.029026343302298807,	0.003268392268849174,	0.14207690977032955
2.0,	0.22922083333333337,	0.04326705644286993,	0.006976707597059206,	0.16615265121451295
2.0,	0.25005000000000005,	0.06158155117354425,	0.013335706818225213,	0.19297919343048858
2.0,	0.2708791666666667,	0.08228669058292132,	0.022162906401803018,	0.22103265848690629
2.0,	0.2917083333333334,	0.10252312791299045,	0.03187270148611676,	0.24804534446500293
2.0,	0.3125375000000001,	0.11932908261506309,	0.040266192737590634,	0.2712326252771361
2.0,	0.33336666666666676,	0.13077629206696845,	0.04585387553872122,	0.2880805868162978
2.0,	0.35419583333333343,	0.13648347414435646,	0.04843524817091621,	0.2972616800962593
2.0,	0.3750250000000001,	0.137417300579669,	0.048784591278447365,	0.29901381896636303
2.0,	0.3958541666666668,	0.13532323762106552,	0.048033974010491365,	0.29496847357009554
2.0,	0.41668333333333346,	0.13217154061336278,	0.04715669981318893,	0.28797890343854804
2.0,	0.43751250000000014,	0.12984020531919532,	0.046601351236437105,	0.2824585041192047
2.0,	0.4583416666666668,	0.1300643217227242,	0.04600749480361804,	0.2852513978860117
2.0,	0.4791708333333335,	0.1345346465965367,	0.0442699125451243,	0.30598413710486627
2.0,	0.5000000000000001,	0.14493645891299622,	0.040613368641631786,	0.35450400259297654
